what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1340204773164
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1340204773165
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1340204773167
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1340204773167
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1340204773168
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1340204773169
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1340204773215
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1340204773216
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1340204773312
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1340204773313
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1340204773315
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1340204773317
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1340204773319
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1340204773319
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1340204773320
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1340204773335
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1340204773336
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1340204773338
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1340204773386
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1340204773388
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1340204773390
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1340204773391
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1340204773392
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1340204773393
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1340204773395
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1340204773395
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1340204773397
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1340204773399
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1340204773399
os,sysinfo,,,"win32",1340204773403
arch,sysinfo,,,"x86",1340204773403
ws,sysinfo,,,"win32",1340204773403
locale,sysinfo,,,"ko_KR",1340204773403
processors,sysinfo,,,"2",1340204773403
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1340204773403
java.runtime.version,sysinfo,,,"1.7.0_05-b05",1340204773403
java.specification.name,sysinfo,,,"Java Platform API Specification",1340204773403
java.specification.vendor,sysinfo,,,"Oracle Corporation",1340204773403
java.specification.version,sysinfo,,,"1.7",1340204773403
java.vendor,sysinfo,,,"Oracle Corporation",1340204773403
java.version,sysinfo,,,"1.7.0_05",1340204773403
java.vm.info,sysinfo,,,"mixed mode, sharing",1340204773403
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1340204773403
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1340204773403
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1340204773403
java.vm.specification.version,sysinfo,,,"1.7",1340204773403
java.vm.vendor,sysinfo,,,"Oracle Corporation",1340204773403
java.vm.version,sysinfo,,,"23.1-b03",1340204773403
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1340204773591
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1340204773808
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1340204774298
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1340204774558
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1340204774681
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1340204774991
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1340204776141
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1340204776221
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1340204776331
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1340204776464
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1340204777117
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1340204777545
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1340204778781
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1340204780706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340204782342
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1340204785660
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1340204786799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340204810207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340204811955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340204813985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340204813994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340204825426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340204828561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340204885604
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340204887483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340204896328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340204938509
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340204944670
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1340204945124
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1340204945483
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1340204945634
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340204945693
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1340204946310
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340204946514
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340204946756
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340204946810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340204949118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340204984643
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1340204988886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340204989001
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1340204991373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205011230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205017488
started,bundle,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms",1340205018574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205022220
started,bundle,com.android.ide.eclipse.traceview,18.0.0.v201203301601-306762,"com.android.ide.eclipse.traceview",1340205023617
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340205023683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205035692
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340205035717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205036863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205113180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205137461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205138757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205161692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205163397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205165498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205188853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205209792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340205233204
