what,kind,bundleId,bundleVersion,description,time
error,log,,,"Unhandled event loop exception",1342029746340
error,log,,,"Unhandled event loop exception",1342029746347
error,log,,,"Unhandled event loop exception",1342029746354
error,log,,,"Unhandled event loop exception",1342029746361
error,log,,,"Unhandled event loop exception",1342029746369
error,log,,,"Unhandled event loop exception",1342029746376
error,log,,,"Unhandled event loop exception",1342029746383
error,log,,,"Unhandled event loop exception",1342029746390
error,log,,,"Unhandled event loop exception",1342029746398
error,log,,,"Unhandled event loop exception",1342029746405
error,log,,,"Unhandled event loop exception",1342029746413
error,log,,,"Unhandled event loop exception",1342029746420
error,log,,,"Unhandled event loop exception",1342029746428
error,log,,,"Unhandled event loop exception",1342029746437
error,log,,,"Unhandled event loop exception",1342029746445
failed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342029746704
error,log,,,"""Delete"" did not complete normally.  Please see the log for more information.",1342029746708
error,log,,,"6",1342029746712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029746748
error,log,,,"Unhandled event loop exception",1342029746823
error,log,,,"Unhandled event loop exception",1342029746830
error,log,,,"Unhandled event loop exception",1342029746838
error,log,,,"Unhandled event loop exception",1342029746846
error,log,,,"Unhandled event loop exception",1342029746854
error,log,,,"Unhandled event loop exception",1342029746867
error,log,,,"Unhandled event loop exception",1342029746875
error,log,,,"Unhandled event loop exception",1342029746885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029746922
error,log,,,"Unhandled event loop exception",1342029746945
error,log,,,"Unhandled event loop exception",1342029746968
error,log,,,"Unhandled event loop exception",1342029746976
error,log,,,"Unhandled event loop exception",1342029746984
error,log,,,"Unhandled event loop exception",1342029746992
error,log,,,"Unhandled event loop exception",1342029747005
error,log,,,"Unhandled event loop exception",1342029747015
error,log,,,"Unhandled event loop exception",1342029747023
error,log,,,"Unhandled event loop exception",1342029747030
error,log,,,"Unhandled event loop exception",1342029747038
error,log,,,"Unhandled event loop exception",1342029747046
error,log,,,"Unhandled event loop exception",1342029747054
error,log,,,"Unhandled event loop exception",1342029747064
error,log,,,"Unhandled event loop exception",1342029747072
error,log,,,"Unhandled event loop exception",1342029747080
error,log,,,"Unhandled event loop exception",1342029747089
error,log,,,"Unhandled event loop exception",1342029747097
error,log,,,"1",1342029747158
error,log,,,"1",1342029747167
error,log,,,"Program Error: invalid structured document event",1342029747169
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.sse.core"".",1342029747173
error,log,,,"Unhandled event loop exception",1342029747176
error,log,,,"Unhandled event loop exception",1342029747183
error,log,,,"Unhandled event loop exception",1342029747193
error,log,,,"Unhandled event loop exception",1342029747201
error,log,,,"Unhandled event loop exception",1342029747210
error,log,,,"Unhandled event loop exception",1342029747217
error,log,,,"Unhandled event loop exception",1342029747228
error,log,,,"Unhandled event loop exception",1342029747235
error,log,,,"Unhandled event loop exception",1342029747244
error,log,,,"Unhandled event loop exception",1342029747255
error,log,,,"",1342029747261
error,log,,,"34",1342029747293
error,log,,,"34",1342029747301
error,log,,,"Program Error: invalid structured document event",1342029747303
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.sse.core"".",1342029747306
error,log,,,"Unhandled event loop exception",1342029747311
error,log,,,"Unhandled event loop exception",1342029747324
error,log,,,"Unhandled event loop exception",1342029747333
error,log,,,"Unhandled event loop exception",1342029747345
error,log,,,"Unhandled event loop exception",1342029747354
error,log,,,"Unhandled event loop exception",1342029747364
error,log,,,"Unhandled event loop exception",1342029747373
error,log,,,"Unhandled event loop exception",1342029747382
error,log,,,"Unhandled event loop exception",1342029747724
error,log,,,"",1342029748111
error,log,,,"34",1342029748175
error,log,,,"34",1342029748185
error,log,,,"Program Error: invalid structured document event",1342029748187
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.sse.core"".",1342029748190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342029748192
error,log,,,"Unhandled event loop exception",1342029748741
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342029749339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029750028
error,log,,,"Unhandled event loop exception during blocked modal context.",1342029750488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029750532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342029750543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029754192
error,log,,,"WARNING: Blocked recursive attempt to close part com.android.ide.eclipse.editors.CommonXmlEditor while still in the middle of activating it",1342029754235
error,log,,,"Unhandled event loop exception",1342029754256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029756159
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342029756238
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342029758872
closed,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342029758873
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342029760136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029772758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029785531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1342029785565
error,log,,,"metro_view_menu2.xml: ScrollView can host only one direct child",1342029786272
opened,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342029786282
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342029786346
error,log,,,"Program Error: invalid structured document event",1342029797519
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.sse.core"".",1342029797522
error,log,,,"Unhandled event loop exception",1342029807371
error,log,,,"Unhandled event loop exception",1342029807419
error,log,,,"Unhandled event loop exception",1342029807431
error,log,,,"Unhandled event loop exception",1342029807695
error,log,,,"Unhandled event loop exception",1342029807706
error,log,,,"Unhandled event loop exception",1342029809337
error,log,,,"Unhandled event loop exception",1342029810021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342029814869
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342029815475
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342029816991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342029833347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029842946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029880244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029881936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029895342
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342029899103
closed,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342029899105
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342029900641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029901717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029902953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342029902965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029907665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029922210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029927566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029941862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1342029941893
error,log,,,"metro_view_menu2.xml: ScrollView can host only one direct child",1342029942702
opened,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342029942711
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342029942777
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342029946325
closed,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342029946325
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342029947468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029948115
error,log,,,"Internal Error",1342029949193
error,log,,,"Problems encountered while deleting resources.",1342029949196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029950185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342029950202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029950712
error,log,,,"Internal Error",1342029951143
error,log,,,"Problems encountered while deleting resources.",1342029951146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029951631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342029951647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029952310
error,log,,,"Internal Error",1342029953064
error,log,,,"Problems encountered while deleting resources.",1342029953066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029953971
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342029953988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029954489
error,log,,,"Internal Error",1342029954947
error,log,,,"Problems encountered while deleting resources.",1342029954950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029955612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342029955629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029956193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029956750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342029956760
error,log,,,"Widget disposed too early for part org.eclipse.ui.console.ConsoleView",1342029958832
error,log,,,"Widget disposed too early for part com.android.ide.eclipse.ddms.views.LogCatView",1342029958840
error,log,,,"Widget disposed too early for part org.eclipse.ui.views.ProgressView",1342029958847
error,log,,,"Widget disposed too early for part org.eclipse.debug.ui.BreakpointView",1342029958854
