what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206651801
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340206658132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206660804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206661802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206662383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206663380
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340206667391
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340206676863
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340206677010
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340206677010
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340206685940
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340206685940
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340206688826
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340206688826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206690047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206691041
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340206714601
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340206715167
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340206715242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340206752855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206769831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206793969
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340206795456
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340206796201
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340206796383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206828419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206837654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206843793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206857883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206859090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206863787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206865778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206867111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206868281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206869333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206871244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206873398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206875857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206881071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340206883282
