what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341553345918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341553347838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341553350999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341553352447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341553580503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341553683282
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341553684510
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341553686331
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341553689303
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1341553691996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341553699569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341553705118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341553708026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1341553724801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341553730026
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1341553735960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341553771189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341554091922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341554093493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341554095880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1341554171710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341554182092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1341554207877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341554211219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341554223288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341554252800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341554784330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341554792051
error,log,,,"Failed to load properties file for project 'ViewPagerExample'",1341554815528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341554818962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1341554819003
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1341554821649
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341554829863
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1341554842988
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1341554843056
error,log,,,"Unhandled event loop exception",1341554854041
error,log,,,"Unhandled event loop exception",1341554855248
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341554857229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341554859379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341554879191
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1341554879344
error,log,,,"Failed to update a TargetChangeListener.",1341554879675
error,log,,,"Error while loading editor",1341554888576
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1341554888618
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1341554888684
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1341554891302
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341554895426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341554909294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341554909357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341554909368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341556593167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341556596428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341556596484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341556596494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341581962942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341581963543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341581963554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341581963661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341581964964
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1341581982610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341581986052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341581997419
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341582008846
error,log,,,"Error while loading editor",1341582037771
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1341582037943
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1341582038055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582044869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582044957
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341582044983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582044992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582115564
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1341582126321
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1341582127037
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1341582134902
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1341582136237
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1341582138631
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1341582218422
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1341582219670
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1341582219820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582220045
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.updatesite",1341582277470
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1341582277578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582342729
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.install",1341582342744
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.update",1341582346861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582347220
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110815-1438,"org.eclipse.equinox.p2.publisher.eclipse",1341582348429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582349624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582353328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.help.installationDialog",1341582366576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582367723
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.install",1341582367790
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1341582371335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582407940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582410205
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1341582410215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582410509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582424354
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1341582424432
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341582456081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582462619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582462660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582462668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582730230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582741675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582759961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582764297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582764396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341582764403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341583169631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341583171438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341583172533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341583174577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341583178505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341583181249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341583182433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341583182697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341583185883
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341583196322
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1341583215167
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1341583215432
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1341583215540
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1341583215854
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1341583215943
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1341583216103
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1341583216442
