what,kind,bundleId,bundleVersion,description,time
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1341718395978
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1341718395978
java.vm.specification.version,sysinfo,,,"1.7",1341718395978
java.vm.vendor,sysinfo,,,"Oracle Corporation",1341718395978
java.vm.version,sysinfo,,,"23.1-b03",1341718395978
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1341718396233
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1341718398028
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1341718398781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1341718437726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341718488974
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1341718582773
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1341718585086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341718586395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341718588131
started,bundle,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms",1341718590418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341718592052
started,bundle,com.android.ide.eclipse.traceview,20.0.0.v201206242043-391819,"com.android.ide.eclipse.traceview",1341718592568
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1341718593007
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1341718593916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341718594427
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1341718595532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341718597108
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1341718601830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341718615022
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1341718691125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341718718726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341718781284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341718837091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341719020679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341719054701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341719056729
