what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341857266517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341857267736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341857354271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341857355445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341857357483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341857359134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341857482992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341857484016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341857486046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341857488324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341857513849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341857519031
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1341857561418
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1341857563381
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341857682483
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1341857718204
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1341857719063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341857748197
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1341857773680
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1341857779610
